symbol,gene_id,diseaseid,score,evidencecount,name,parents,therapeuticareas
SLC7A3,ENSG00000165349,EFO_0005772,0.5142245862611134,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC7A4,ENSG00000099960,EFO_0020092,0.28853761142798084,1,neuroinflammatory disorder,"[EFO_0009386, MONDO_0002977]","[EFO_0000540, EFO_0000618]"
SLC7A4,ENSG00000099960,EFO_0005772,0.44106144828381105,2,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC7A5,ENSG00000103257,MONDO_0005405,0.28216740302697063,1,childhood onset asthma,[MONDO_0004979],[OTAR_0000010]
SLC7A5,ENSG00000103257,EFO_0005664,0.3103841102866538,1,blood metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0005653,0.306632450542174,1,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0009363,0.3109329106907113,1,chronic central serous retinopathy,[EFO_0009784],"[EFO_0000618, MONDO_0024458]"
SLC7A5,ENSG00000103257,EFO_0004747,0.3284720984284295,1,protein measurement,[EFO_0001444],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0010701,0.4053537525603915,2,mean reticulocyte volume,[EFO_0010700],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004348,0.45332465968469043,3,hematocrit,[EFO_0004503],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004584,0.22335059591269402,1,mean platelet volume,"[EFO_0005036, EFO_0006846]",[EFO_0001444]
SLC7A5,ENSG00000103257,MONDO_0005148,0.30601353283746474,5,type 2 diabetes mellitus,[EFO_0000400],"[EFO_0001379, EFO_0009605, OTAR_0000020, EFO_0010282]"
SLC7A5,ENSG00000103257,EFO_0004526,0.5149095967617628,13,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004509,0.47395650139069223,5,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0005090,0.2892491522483177,4,basophil count,"[EFO_0004872, EFO_0803539, EFO_0007987]",[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0009188,0.31535699576870585,1,Red cell distribution width,[EFO_0004509],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004309,0.48847462325956226,8,platelet count,"[EFO_0004586, EFO_0005036]",[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0000519,0.20001063555227222,12,glioblastoma multiforme,"[EFO_0000272, MONDO_0016680]","[MONDO_0045024, EFO_0000618]"
SLC7A5,ENSG00000103257,EFO_0007985,0.40714808734593727,4,platelet crit,[EFO_0005036],[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004528,0.4828412860599804,7,mean corpuscular hemoglobin concentration,"[EFO_0004509, EFO_0004306]",[EFO_0001444]
SLC7A5,ENSG00000103257,EFO_0004527,0.4870925512865933,7,mean corpuscular hemoglobin,[EFO_0004306],[EFO_0001444]
SLC7A6,ENSG00000103064,EFO_0005208,0.3128454885492965,5,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC7A6,ENSG00000103064,EFO_0004725,0.20822630177650125,1,metabolite measurement,[EFO_0001444],[EFO_0001444]
SLC7A6,ENSG00000103064,EFO_0005664,0.3290166595361811,3,blood metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A6,ENSG00000103064,EFO_0005653,0.31465579899144847,7,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A7,ENSG00000155465,HP_0000407,0.3695798546847018,1,Sensorineural hearing impairment,[HP_0000364],[EFO_0000651]
SLC7A7,ENSG00000155465,MONDO_0009109,0.8427042307879076,638,lysinuric protein intolerance,[MONDO_0019216],"[OTAR_0000018, OTAR_0000020]"
SLC7A7,ENSG00000155465,MONDO_0019751,0.4069994920871341,17,autoinflammatory syndrome,[EFO_0005755],[OTAR_0000006]
SLC7A7,ENSG00000155465,EFO_0003144,0.22534944614961785,3,heart failure,[EFO_0003777],[EFO_0000319]
SLC7A7,ENSG00000155465,EFO_0004541,0.33491000651201275,2,HbA1c measurement,"[EFO_0004468, EFO_0004509, EFO_0004555]",[EFO_0001444]
SLC7A7,ENSG00000155465,MONDO_0005148,0.26661487143022,1,type 2 diabetes mellitus,[EFO_0000400],"[EFO_0001379, EFO_0009605, OTAR_0000020, EFO_0010282]"
SLC7A8,ENSG00000092068,EFO_0020092,0.33063477898610943,1,neuroinflammatory disorder,"[EFO_0009386, MONDO_0002977]","[EFO_0000540, EFO_0000618]"
SLC7A8,ENSG00000092068,MONDO_0014403,0.3233823728491141,2,short stature due to GHSR deficiency,[MONDO_0019824],[EFO_0001379]
SLC7A8,ENSG00000092068,EFO_0005772,0.3745364860763527,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC7A8,ENSG00000092068,EFO_0003923,0.2090150385190565,1,bone density,[EFO_0004516],[EFO_0001444]
SLC7A8,ENSG00000092068,EFO_0004531,0.2090150385190565,1,urate measurement,[EFO_0001444],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0010826,0.49713272575377637,10,cystine urolithiasis,[MONDO_0024647],[EFO_0009690]
SLC7A9,ENSG00000021488,EFO_0005208,0.39515984368062296,9,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004725,0.20163675379481538,1,metabolite measurement,[EFO_0001444],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0005002,0.36424492791333546,2,lysine measurement,[EFO_0005134],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0005664,0.20058495060401002,1,blood metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0005653,0.25906159090419534,1,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A9,ENSG00000021488,MONDO_0009067,0.849273160175283,241,cystinuria,"[MONDO_0015962, MONDO_0019216]","[OTAR_0000018, OTAR_0000020, EFO_0009690]"
SLC7A9,ENSG00000021488,MONDO_0019746,0.3717549861211274,5,cystinuria type B,[MONDO_0009067],"[OTAR_0000018, OTAR_0000020, EFO_0009690]"
SLC7A9,ENSG00000021488,EFO_0004761,0.2532113473162225,1,uric acid measurement,"[EFO_0004742, EFO_0004298]",[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004348,0.28012805704670407,2,hematocrit,[EFO_0004503],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004617,0.48953303126262204,9,cystatin C measurement,"[EFO_0004747, EFO_0004742]",[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004518,0.664186192393626,21,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004509,0.34680097073455457,4,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0005116,0.38820721402305325,17,urinary metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004305,0.34314913913637834,4,erythrocyte count,"[EFO_0004586, EFO_0004306]",[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0003884,0.21470213373337124,10,chronic kidney disease,[EFO_0003086],[EFO_0009690]
SLC7A9,ENSG00000021488,EFO_0007978,0.2274519829166294,1,red blood cell density measurement,[EFO_0005047],[EFO_0001444]
SLC7A9,ENSG00000021488,EFO_0004531,0.48539803187615954,11,urate measurement,[EFO_0001444],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0020092,0.24222074960239087,1,neuroinflammatory disorder,"[EFO_0009386, MONDO_0002977]","[EFO_0000540, EFO_0000618]"
SLC8A1,ENSG00000183023,EFO_0005208,0.42351646747817434,3,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0005271,0.333581699380625,2,sleep duration,[EFO_0004870],[EFO_0001444]
SLC8A1,ENSG00000183023,HP_0000539,0.2848701453371951,1,Abnormality of refraction,[HP_0000478],[EFO_0000651]
SLC8A1,ENSG00000183023,EFO_0004725,0.25300390327475786,1,metabolite measurement,[EFO_0001444],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004713,0.2860511246837984,1,FEV/FEC ratio,"[EFO_0006841, EFO_0003892]",[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004980,0.35415668189818716,3,appendicular lean mass,"[EFO_0004516, EFO_0004302]",[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0006336,0.4108172642317741,4,diastolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0006335,0.4103909833459764,4,systolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0000304,0.24153866632354165,3,breast adenocarcinoma,"[MONDO_0000653, EFO_0000228, EFO_0000305]","[OTAR_0000017, MONDO_0045024, EFO_0010285]"
SLC8A1,ENSG00000183023,EFO_0008486,0.2205688367418203,1,male homosexuality,[EFO_0008485],[EFO_0000651]
SLC8A1,ENSG00000183023,EFO_0004747,0.45050315680499475,4,protein measurement,[EFO_0001444],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0007993,0.3813669696288389,2,lymphocyte percentage of leukocytes,[EFO_0004587],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0007990,0.3795654865379459,2,neutrophil percentage of leukocytes,[EFO_0004833],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0000537,0.2933629787370246,32,hypertension,[MONDO_0000473],[EFO_0000319]
SLC8A1,ENSG00000183023,EFO_0006941,0.36909000775978323,4,grip strength measurement,[EFO_0004302],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004339,0.2465948086993232,2,body height,[EFO_0004324],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004327,0.45196380304290285,4,electrocardiography,[EFO_0004311],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004342,0.20178621836116745,1,waist circumference,[EFO_0004324],[EFO_0001444]
SLC8A1,ENSG00000183023,HP_0002251,0.26609749537298527,1,Aganglionic megacolon,"[HP_0000707, HP_0002242]",[EFO_0000651]
SLC8A1,ENSG00000183023,HP_0000079,0.3077988469052953,1,Abnormality of the urinary system,[HP_0000118],[EFO_0000651]
SLC8A1,ENSG00000183023,EFO_0003931,0.29277740553828163,2,bone fracture,"[EFO_0004260, EFO_0000546]","[OTAR_0000006, OTAR_0000009]"
SLC8A1,ENSG00000183023,EFO_0003923,0.40008204319375357,3,bone density,[EFO_0004516],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004682,0.4530066951753538,4,QT interval,"[EFO_0004327, EFO_0000719]",[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004644,0.39751998641060565,2,TPE interval measurement,[EFO_0005278],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004518,0.3100548256384841,1,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004514,0.36709216732348426,2,bone quantitative ultrasound measurement,[EFO_0004516],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004462,0.4533553546559332,4,PR interval,[EFO_0004327],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0007789,0.32529025444486787,2,BMI-adjusted waist circumference,[EFO_0004342],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0009270,0.47498891082982236,13,heel bone mineral density,[EFO_0003923],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004587,0.3051256670782018,1,lymphocyte count,"[EFO_0006843, EFO_0004308, EFO_0803546]",[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_0004312,0.36142502609004623,2,vital capacity,[EFO_0003892],[EFO_0001444]
SLC8A1,ENSG00000183023,EFO_1001145,0.24388859136546687,1,Raynaud disease,"[EFO_0003875, EFO_0000508]","[OTAR_0000018, EFO_0000319]"
SLC8A2,ENSG00000118160,EFO_0000304,0.24153866632354165,3,breast adenocarcinoma,"[MONDO_0000653, EFO_0000228, EFO_0000305]","[OTAR_0000017, MONDO_0045024, EFO_0010285]"
SLC8A3,ENSG00000100678,EFO_0011011,0.2407841781778858,1,sitting height measurement,[EFO_0004302],[EFO_0001444]
SLC8A3,ENSG00000100678,EFO_0000304,0.24153866632354165,3,breast adenocarcinoma,"[MONDO_0000653, EFO_0000228, EFO_0000305]","[OTAR_0000017, MONDO_0045024, EFO_0010285]"
SLC8A3,ENSG00000100678,EFO_0004339,0.4035910137323206,4,body height,[EFO_0004324],[EFO_0001444]
SLC8A3,ENSG00000100678,EFO_0004584,0.31547956332171745,1,mean platelet volume,"[EFO_0005036, EFO_0006846]",[EFO_0001444]
SLC8A3,ENSG00000100678,EFO_0004615,0.20475892209521587,1,apolipoprotein B measurement,[EFO_0004732],[EFO_0001444]
SLC8B1,ENSG00000089060,NA,NA,NA,NA,NA,NA
SLC9A1,ENSG00000090020,EFO_0000508,0.33660307139018064,20,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC9A1,ENSG00000090020,MONDO_0014572,0.6280529816732163,19,Lichtenstein-Knorr syndrome,[MONDO_0015244],"[OTAR_0000018, EFO_0000618]"
SLC9A1,ENSG00000090020,EFO_0004339,0.2529987984733034,2,body height,[EFO_0004324],[EFO_0001444]
SLC9A2,ENSG00000115616,EFO_0000684,0.2181676449767386,1,respiratory system disease,[OTAR_0000010],[OTAR_0000010]
SLC9A2,ENSG00000115616,HP_0004933,0.3326218692162316,1,Ascending aortic dissection,[HP_0002647],[EFO_0000651]
SLC9A2,ENSG00000115616,EFO_0009941,0.25529517194682594,1,Inhalant adrenergic use measurement,[EFO_0007010],[EFO_0001444]
SLC9A2,ENSG00000115616,EFO_0004842,0.32560491602960356,3,eosinophil count,"[EFO_0803540, EFO_0007987]",[EFO_0001444]
SLC9A2,ENSG00000115616,EFO_0005772,0.3151539870881415,1,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC9A2,ENSG00000115616,EFO_0007985,0.27460641246436185,1,platelet crit,[EFO_0005036],[EFO_0001444]
SLC9A2,ENSG00000115616,EFO_0004532,0.2917544149744779,1,serum gamma-glutamyl transferase measurement,[EFO_0004582],[EFO_0001444]
SLC9A3,ENSG00000066230,EFO_0005208,0.26768898966976734,1,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC9A3,ENSG00000066230,HP_0002905,0.3927814804397839,17,Hyperphosphatemia,[HP_0100529],[EFO_0000651]
SLC9A3,ENSG00000066230,MONDO_0009061,0.3753757863432704,23,cystic fibrosis,"[EFO_1000017, EFO_0000684]","[OTAR_0000018, OTAR_0000010]"
SLC9A3,ENSG00000066230,EFO_0000676,0.20871130801614118,2,psoriasis,"[MONDO_0002406, EFO_1000636, EFO_0000540, MONDO_0100118]","[OTAR_0000018, EFO_0000540, EFO_0010285]"
SLC9A3,ENSG00000066230,EFO_0003756,0.3326218692162316,1,autism spectrum disorder,[MONDO_0000594],"[MONDO_0002025, EFO_0000618]"
SLC9A3,ENSG00000066230,MONDO_0015170,0.6091572775287197,26,congenital sodium diarrhea,"[MONDO_0015178, MONDO_0000824]","[OTAR_0000018, EFO_0010282]"
SLC9A3,ENSG00000066230,HP_0002019,0.37131405367958853,8,Constipation,[HP_0011458],[EFO_0000651]
SLC9A3,ENSG00000066230,EFO_0005772,0.46526764190668585,3,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC9A3,ENSG00000066230,MONDO_0002203,0.4619748183558772,2,constipation disorder,[MONDO_0004880],[EFO_0010282]
SLC9A3,ENSG00000066230,GO_0007568,0.24430841201933354,1,aging,[GO_0032502],[GO_0008150]
SLC9A3,ENSG00000066230,EFO_0000555,0.5632505413686252,28,irritable bowel syndrome,[EFO_0009431],[EFO_0010282]
SLC9A3,ENSG00000066230,EFO_0004617,0.2799224826891111,1,cystatin C measurement,"[EFO_0004747, EFO_0004742]",[EFO_0001444]
SLC9A3,ENSG00000066230,EFO_0004518,0.2805213322449374,1,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC9A3,ENSG00000066230,EFO_0001365,0.3759698778014569,8,age-related macular degeneration,"[MONDO_0019118, MONDO_0002175]","[MONDO_0002025, OTAR_0000018, MONDO_0024458, EFO_0000618]"
SLC9A3,ENSG00000066230,EFO_0009797,0.2472663804216448,1,lung disease associated with cystic fibrosis,[EFO_0003818],[OTAR_0000010]
SLC9A3,ENSG00000066230,EFO_0009718,0.24816499619986174,1,peak expiratory flow,[EFO_0003892],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0011011,0.3035033652375237,1,sitting height measurement,[EFO_0004302],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0005208,0.2999078227195343,1,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0005409,0.30238408821226936,1,fat body mass,[EFO_0004302],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0000684,0.24320193550728536,1,respiratory system disease,[OTAR_0000010],[OTAR_0000010]
SLC9A4,ENSG00000180251,EFO_0000274,0.21366196956055067,13,atopic eczema,"[MONDO_0002406, MONDO_0005271, MONDO_0100118, EFO_1000636]","[OTAR_0000018, EFO_0000540, EFO_0010285]"
SLC9A4,ENSG00000180251,EFO_0004995,0.30238408821226936,1,lean body mass,[EFO_0004302],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004980,0.38311470275040277,2,appendicular lean mass,"[EFO_0004516, EFO_0004302]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0008178,0.4025530101780139,3,interleukin 18 receptor 1 measurement,[EFO_0007937],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0008168,0.31879610852836476,2,interleukin 1 receptor-like 1 measurement,[EFO_0007937],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0001060,0.3840704111699301,8,celiac disease,"[MONDO_0000588, EFO_0009554, EFO_0000508, MONDO_0024635]","[OTAR_0000018, EFO_0000540, EFO_0010282]"
SLC9A4,ENSG00000180251,EFO_0007993,0.20553643002615704,3,lymphocyte percentage of leukocytes,[EFO_0004587],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0007989,0.20443633416453635,1,monocyte percentage of leukocytes,[EFO_0005091],[EFO_0001444]
SLC9A4,ENSG00000180251,HP_0004933,0.47352418881477415,4,Ascending aortic dissection,[HP_0002647],[EFO_0000651]
SLC9A4,ENSG00000180251,EFO_0004339,0.4420401813005634,4,body height,[EFO_0004324],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0010599,0.335851889363389,2,ST2 protein measurement,[EFO_0007937],[EFO_0001444]
SLC9A4,ENSG00000180251,MONDO_0004979,0.25483055957141637,19,asthma,[EFO_1002018],[OTAR_0000010]
SLC9A4,ENSG00000180251,EFO_0004617,0.2828369866612873,1,cystatin C measurement,"[EFO_0004747, EFO_0004742]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004526,0.29478989828873087,5,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004518,0.3075370911632645,2,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0005091,0.28081508463879234,1,monocyte count,"[EFO_0004308, EFO_0803547]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0005090,0.20460314355961823,2,basophil count,"[EFO_0004872, EFO_0803539, EFO_0007987]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0007817,0.35595479643738215,3,sleep apnea measurement,[EFO_0001444],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004587,0.2007622778015346,6,lymphocyte count,"[EFO_0006843, EFO_0004308, EFO_0803546]",[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0009805,0.29986129815591817,1,whole body water mass,[EFO_0004302],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004532,0.32865106765263835,2,serum gamma-glutamyl transferase measurement,[EFO_0004582],[EFO_0001444]
SLC9A4,ENSG00000180251,EFO_0004528,0.4063995284606926,3,mean corpuscular hemoglobin concentration,"[EFO_0004509, EFO_0004306]",[EFO_0001444]
SLC9A5,ENSG00000135740,EFO_0000182,0.49606855995054094,6,hepatocellular carcinoma,[MONDO_0018532],"[MONDO_0045024, EFO_0001379, EFO_0010282]"
SLC9A5,ENSG00000135740,EFO_0005772,0.4478672148269245,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC9A6,ENSG00000198689,HP_0011471,0.25870589827929125,1,Gastrostomy tube feeding in infancy,"[HP_0033454, HP_0008872]",[EFO_0000651]
SLC9A6,ENSG00000198689,EFO_0004152,0.26609749537298527,1,chorea,[EFO_0004280],[EFO_0000618]
SLC9A6,ENSG00000198689,HP_0000565,0.26609749537298527,1,Esotropia,[HP_0000486],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0000490,0.26609749537298527,1,Deeply set eye,[HP_0000478],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0000252,0.40016683845931345,11,Microcephaly,"[HP_0000929, HP_0012443]",[EFO_0000651]
SLC9A6,ENSG00000198689,EFO_0008568,0.25870589827929125,1,Sleep Disorder,[EFO_0000677],"[MONDO_0002025, EFO_0000618]"
SLC9A6,ENSG00000198689,EFO_0000508,0.4463353778837314,38,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC9A6,ENSG00000198689,Orphanet_1429,0.26609749537298527,1,Benign familial chorea,"[MONDO_0015548, Orphanet_306719]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC9A6,ENSG00000198689,MONDO_0014403,0.2956638837477614,2,short stature due to GHSR deficiency,[MONDO_0019824],[EFO_0001379]
SLC9A6,ENSG00000198689,MONDO_0010278,0.8070788276830484,340,Christianson syndrome,[OTAR_0000018],[OTAR_0000018]
SLC9A6,ENSG00000198689,HP_0005484,0.26609749537298527,1,Secondary microcephaly,[HP_0000252],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0004209,0.26609749537298527,1,Clinodactyly of the 5th finger,[HP_0040019],[EFO_0000651]
SLC9A6,ENSG00000198689,EFO_0003758,0.26843805470749604,10,autism,[EFO_0003756],"[MONDO_0002025, EFO_0000618]"
SLC9A6,ENSG00000198689,HP_0001508,0.26609749537298527,1,Failure to thrive,[HP_0004325],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0001290,0.26609749537298527,1,Generalized hypotonia,[HP_0001252],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0002205,0.25870589827929125,1,Recurrent respiratory infections,"[HP_0002719, HP_0002088]",[EFO_0000651]
SLC9A6,ENSG00000198689,EFO_0005772,0.3695798546847018,1,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC9A6,ENSG00000198689,MONDO_0001149,0.3695798546847018,1,microcephaly,"[MONDO_0016054, EFO_0010642]","[OTAR_0000018, EFO_0000618]"
SLC9A6,ENSG00000198689,EFO_0004273,0.25870589827929125,1,scoliosis,[MONDO_0000836],[OTAR_0000006]
SLC9A6,ENSG00000198689,HP_0001263,0.33192377393516054,5,Global developmental delay,[HP_0012758],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0001250,0.34391458699826416,3,Seizure,[HP_0012638],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0001249,0.5396965795419854,15,Intellectual disability,"[HP_0012759, HP_0100543]",[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0000767,0.26609749537298527,1,Pectus excavatum,[HP_0000766],[EFO_0000651]
SLC9A6,ENSG00000198689,HP_0000758,0.26609749537298527,1,Abnormal nonverbal communicative behavior,[HP_0011446],[EFO_0000651]
SLC9A7,ENSG00000065923,EFO_0000677,0.2073684831061523,1,mental or behavioural disorder,"[MONDO_0002025, EFO_0005774]","[MONDO_0002025, EFO_0000618]"
SLC9A7,ENSG00000065923,Orphanet_777,0.3695798546847018,1,X-linked non-syndromic intellectual disability,[Orphanet_101685],[OTAR_0000018]
SLC9A7,ENSG00000065923,MONDO_0020119,0.37883438780885365,16,X-linked syndromic intellectual disability,"[MONDO_0000508, MONDO_0100284]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC9A8,ENSG00000197818,EFO_0000384,0.3113995991796925,3,Crohn's disease,[EFO_0003767],"[OTAR_0000018, EFO_0000540, EFO_0010282]"
SLC9A8,ENSG00000197818,EFO_0000676,0.32271244328075344,7,psoriasis,"[MONDO_0002406, EFO_1000636, EFO_0000540, MONDO_0100118]","[OTAR_0000018, EFO_0000540, EFO_0010285]"
SLC9A8,ENSG00000197818,EFO_0010736,0.2569295014445753,1,cortical surface area measurement,[EFO_0004464],[EFO_0001444]
SLC9A8,ENSG00000197818,MONDO_0004976,0.29924731489971096,1,amyotrophic lateral sclerosis,"[EFO_0003782, MONDO_0003182]",[EFO_0000618]
SLC9A8,ENSG00000197818,EFO_0003898,0.3017094207120012,2,ankylosing spondylitis,"[MONDO_0003937, EFO_0000685, EFO_0009477, EFO_0000706]","[OTAR_0000006, EFO_0000540]"
SLC9A8,ENSG00000197818,EFO_0007874,0.2900069021396737,1,gut microbiome measurement,[EFO_0007882],[EFO_0001444]
SLC9A8,ENSG00000197818,EFO_0004268,0.3017094207120012,2,sclerosing cholangitis,"[EFO_0001421, MONDO_0004789]","[EFO_0001379, EFO_0010282]"
SLC9A8,ENSG00000197818,EFO_0000729,0.3127487481578619,7,ulcerative colitis,[EFO_0003872],"[OTAR_0000018, EFO_0000540, EFO_0010282]"
SLC9A9,ENSG00000181804,EFO_0010750,0.3731435515008393,4,PHF-tau measurement,"[EFO_0006514, EFO_0004464]",[EFO_0001444]
SLC9A9,ENSG00000181804,MONDO_0005575,0.3326218692162316,1,colorectal cancer,"[EFO_0007330, EFO_0004142]","[MONDO_0045024, EFO_0010282]"
SLC9A9,ENSG00000181804,EFO_0003758,0.4926848095221977,32,autism,[EFO_0003756],"[MONDO_0002025, EFO_0000618]"
SLC9A9,ENSG00000181804,EFO_0010125,0.31430697690065285,1,viral load,[EFO_0006843],[EFO_0001444]
SLC9A9,ENSG00000181804,EFO_0010736,0.39597453711316416,2,cortical surface area measurement,[EFO_0004464],[EFO_0001444]
SLC9A9,ENSG00000181804,EFO_0004584,0.4003575871950074,5,mean platelet volume,"[EFO_0005036, EFO_0006846]",[EFO_0001444]
SLC9A9,ENSG00000181804,EFO_0004464,0.31677962969053136,1,brain measurement,[EFO_0001444],[EFO_0001444]
SLC9A9,ENSG00000181804,EFO_0007874,0.38898046003341663,2,gut microbiome measurement,[EFO_0007882],[EFO_0001444]
SLC9A9,ENSG00000181804,EFO_0000400,0.24976837540789484,1,diabetes mellitus,"[EFO_0009406, MONDO_0001933]","[EFO_0001379, EFO_0009605, OTAR_0000020, EFO_0010282]"
SLC9B1,ENSG00000164037,EFO_0005208,0.33662057197035883,6,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC9B1,ENSG00000164037,EFO_0000275,0.3097923460096851,3,atrial fibrillation,"[EFO_0004269, MONDO_0007263]",[EFO_0000319]
SLC9B1,ENSG00000164037,EFO_0006336,0.24851886026108927,3,diastolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC9B1,ENSG00000164037,EFO_0004533,0.34256249929927574,3,alkaline phosphatase measurement,"[EFO_0004512, EFO_0004747, EFO_0004582]",[EFO_0001444]
SLC9B1,ENSG00000164037,EFO_0000319,0.2302863878694502,2,cardiovascular disease,[],[EFO_0000319]
SLC9B1,ENSG00000164037,MONDO_0005090,0.31220264176454854,6,schizophrenia,[EFO_0005407],"[MONDO_0002025, EFO_0000618]"
SLC9B1,ENSG00000164037,EFO_0005772,0.22207366133355202,1,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
